,Unnamed: 0.1,Unnamed: 0,entity id,alias,synonyms,scientific name,category,molecules
85,85.0,85.0,86,dairy products,{'dairy products'},water buffalo,dairy,"{7938, 7976, 1182, 5352428, 7501, 31252, 14296, 22201, 25915, 26808, 26335}"
86,86.0,86.0,87,ghee,{'ghee'},cattle,dairy,{7714}
87,87.0,87.0,88,milk,{'milk'},cattle,dairy,"{8194, 644104, 1032, 12810, 12813, 31245, 527, 31251, 15380, 7704, 1049, 5283356, 31260, 7710, 5283361, 31268, 1060, 6184, 1068, 9261, 12844, 31276, 31289, 6202, 5284421, 6736, 1110, 15448, 1123, 612, 520296, 1130, 7284, 7797, 7800, 637566, 5311110, 650, 7824, 643731, 8858, 1182, 1183, 679, 107689, 8369, 180, 8892, 10430, 3776, 7361, 16217806, 8914, 8405, 8918, 5321950, 7909, 11509, 247, 11005, 261, 264, 61204, 284, 798, 11552, 7976, 3893, 10558, 2879, 5960, 5962, 7501, 5971, 7002, 8027, 11622, 878, 19310, 8051, 544628, 379, 8063, 13187, 1616260, 5281168, 12180, 6549, 2969, 8093, 8094, 6560, 61346, 6054, 8103, 16821, 957, 8129, 454, 12232, 24020, 12756, 985, 8158, 8163, 996, 998, 8174, 8175, 8186, 7165}"
88,88.0,88.0,89,milk fat,{'milk fat'},cattle,dairy,"{13187, 644104, 1032, 18698, 527, 61204, 31253, 13204, 284, 92043681, 1060, 1068, 14896, 31289, 702, 118855872, 7895, 8025, 8163, 612, 11622, 12777, 1130, 7921, 8051, 61303, 7802, 6654}"
89,89.0,89.0,90,goat milk,{'goat milk'},goat,dairy,"{6736, 5366074, 8163, 445639}"
90,90.0,90.0,91,milk powder,{'milk powder'},cattle,dairy,"{8193, 644104, 12810, 643731, 61204, 5284507, 8094, 798, 5352876, 31284, 6202, 31291, 638014, 1549778, 6998, 7895, 8025, 985, 8158, 8163, 996, 11622, 1130, 8180}"
91,91.0,91.0,92,sheep milk,{'sheep milk'},sheep,dairy,"{6736, 5366074, 8163}"
92,92.0,92.0,93,skimmed milk,{'skimmed milk'},cattle,dairy,"{5634, 6430188, 249494, 7222, 5363231}"
93,93.0,93.0,94,yogurt,{'curd'},cattle,dairy,"{13187, 644104, 1032, 650, 19602, 62484, 13204, 2969, 284, 8093, 8094, 6561, 1060, 1068, 6584, 6202, 7997, 12097, 12232, 7895, 8163, 612, 11747, 998, 1130, 7150, 7921, 247, 379, 5283324, 8063}"
94,94.0,94.0,95,achilleas,"{'bloodwort', 'achillea', 'allheal', 'yarrow'}",achillea,essential oil,{2758}
95,95.0,95.0,96,arar,{'phoenicean juniper'},juniperus phoenicea,essential oil,"{98497, 14529, 7460, 7462, 61126, 65289, 61130, 17100, 61262, 61814, 61270, 16666, 8892}"
96,96.0,96.0,97,buchu,"{'diosma', ' bucco', 'boegoe', 'bookoo'}",agathosma,essential oil,"{102024, 522514, 16666, 61982, 7462, 527144, 8748, 21116845, 442495, 79023, 14896, 11567, 61362, 14529, 12097, 6986, 17100, 61262, 170833, 10582, 381152, 1549025, 643820, 94579, 520440, 6654, 329983}"
97,97.0,97.0,98,cajeput,{'cajeput'},melaleuca,essential oil,"{261, 264, 17100, 7127, 111037, 10430}"
98,98.0,98.0,99,camphor,{'camphor'},cinnamomum,essential oil,"{62465, 10402, 2758, 6184, 11468, 527, 177, 3314, 8438, 5144, 379, 8892, 11230}"
99,99.0,99.0,100,cascarilla,{'cascarilla'},croton,essential oil,"{21265, 7463}"
100,100.0,100.0,101,cedar,{'cedar'},cedrus,essential oil,{1201521}
101,101.0,101.0,102,chamomile,"{'english chamomile', 'camomile', 'garden chamomile', 'ground apple', 'roman chamomile'}",chamaemelum,essential oil,"{644104, 527, 8723, 31253, 522266, 31260, 125468, 15394, 6184, 65064, 31276, 439341, 8748, 14896, 5365811, 5364789, 638011, 61503, 8768, 10819, 637511, 72, 12366, 86609, 72276, 72277, 1110, 5280343, 7772, 61020, 66654, 5280863, 637542, 519786, 107, 6251, 7795, 7284, 17525, 7288, 8314, 444539, 637566, 12306047, 12306048, 324224, 126, 442495, 10885, 9862, 520326, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8857, 5284507, 1183, 7847, 441005, 6508206, 64685, 7858, 4788, 180, 7351, 7353, 5280443, 5363388, 5280445, 519361, 7362, 23235, 643779, 2758, 5317319, 61130, 18635, 8908, 11468, 61135, 10448, 25310, 5321950, 1549026, 17129, 5281515, 643820, 5281516, 439533, 240, 244, 11509, 11508, 247, 11514, 6321405, 5280511, 768, 8452, 102667, 784, 8468, 16666, 12571, 798, 5284639, 11552, 802, 7462, 22311, 7463, 2345, 6448, 5315892, 7478, 5366074, 323, 638278, 6986, 637775, 26447, 338, 10582, 5280598, 13144, 10586, 1889, 643941, 8038, 9064, 878, 8048, 261491, 5281654, 11128, 379, 8063, 5322111, 107905, 18818, 1742211, 88454, 5366155, 93081, 5280666, 5318042, 6560, 6561, 6050, 6054, 5367719, 7590, 6569, 5281708, 62385, 6072, 853433, 79803, 6590, 26049, 8130, 107971, 454, 439246, 403919, 1491, 24020, 6616, 8158, 439263, 6427105, 7654, 999, 998, 442343, 7150, 442355, 5352437, 89594, 10748, 7165, 6654, 5367807}"
102,102.0,102.0,103,citronella,{'citronella'},cymbopogon,essential oil,"{8835, 9862, 264, 650, 445070, 5281168, 31260, 1183, 6560, 10402, 8103, 60985, 10430, 454, 1549778, 7127, 1549026, 643820, 8175, 240, 81263, 7794, 3314, 637566}"
103,103.0,103.0,104,citrus peel oil,{'citrus peel oil'},citrus,essential oil,"{8193, 9862, 445070, 7439, 5281168, 5281553, 5283349, 31253, 6549, 2969, 8091, 5284507, 31260, 7460, 11173, 7462, 8103, 6184, 6569, 7461, 7463, 8748, 64685, 15406, 14896, 61362, 31289, 16441, 31291, 5363388, 957, 5282109, 8129, 7362, 10819, 2758, 11463, 6654, 17100, 6989, 8908, 5355856, 170833, 7762, 1549778, 8918, 8159, 381152, 1549026, 8294, 8167, 643820, 8174, 8175, 17525, 8186, 637566}"
104,104.0,104.0,105,eucalyptus,{'eucalyptus'},eucalyptus,essential oil,"{261, 264, 7438, 5362830, 7439, 31253, 14104, 31260, 6560, 7460, 6184, 10282, 8748, 15406, 14896, 61362, 111037, 10430, 14529, 7362, 98497, 12613, 556998, 326, 325, 2758, 61130, 637566, 17100, 6989, 170833, 10582, 11230, 1549025, 1549026, 7654, 7794, 7795, 578423, 10873, 6321405, 6654, 8063}"
105,105.0,105.0,106,fir,{'fir'},abies,essential oil,"{6448, 31253}"
106,106.0,106.0,107,geranium,{'cranesbills'},geranium,essential oil,"{9862, 650, 5362579, 10402, 61092, 61093, 6054, 8103, 1068, 5282109, 10430, 10819, 5367752, 6986, 170833, 27866, 5365850, 8158, 5321950, 61665, 1549026, 7778, 5367785, 81263, 20083}"
107,107.0,107.0,108,grapefruit peel oil,{'grapefruit peel oil'},citrus,essential oil,"{15394, 8164, 16617, 102667, 62350, 1268142, 8914, 9855795, 102611, 8500, 9017, 10362, 379}"
108,108.0,108.0,109,grass,"{'bluestem grass,â\xa0broomsedge'}",andropogon,essential oil,"{6986, 379}"
109,109.0,109.0,110,hops oil,{'hops oil'},humulus lupulus,essential oil,"{8194, 5283335, 31253, 10795, 1068, 15406, 14896, 93236, 31291, 5366844, 638014, 10819, 5284421, 440917, 15448, 7772, 61020, 519786, 20083, 8314, 637564, 9862, 8842, 445070, 10895, 7824, 7826, 8858, 5284507, 5281, 61096, 7351, 8892, 46779070, 10430, 3776, 445639, 5324489, 18635, 17100, 8914, 102611, 7894, 7895, 5365982, 10976, 1549025, 1549026, 7909, 5365991, 643820, 12020, 15606, 75515, 11005, 65285, 102667, 5281553, 12571, 11552, 7460, 12587, 61743, 5364532, 3893, 5366074, 5282109, 12613, 5355853, 10582, 5364578, 11622, 878, 19310, 22386, 8051, 6086514, 61303, 379, 13187, 7559, 18827, 5281168, 5282708, 2969, 5318042, 8091, 8093, 8094, 6560, 6561, 11173, 6054, 5282726, 6590, 8129, 454, 12232, 8139, 985, 8158, 8163, 16872, 62444, 62445, 7150, 8186, 6654}"
110,110.0,110.0,111,hyacinth,"{'garden hyacinth', 'dutch hyacinth ', 'common hyacinth'}",hyacinthus orientalis,essential oil,"{8129, 8130, 6054, 2345, 6826, 240, 8785, 243, 5315892, 7127, 9016}"
111,111.0,111.0,112,hyssop oil,{'hyssop oil'},hyssopus officinalis,essential oil,"{5356544, 644104, 527, 8723, 31253, 522266, 31260, 8222, 160799, 15394, 4133, 6184, 439341, 14896, 5365811, 84532, 5320250, 638011, 638014, 61503, 8768, 637511, 72, 440917, 1110, 5280343, 61020, 5280863, 12389, 637542, 107, 92780, 6251, 21159022, 8815, 7284, 7288, 444539, 10364, 637566, 126, 12306048, 442501, 9862, 440967, 650, 33931, 441484, 445070, 6432404, 5284503, 10393, 8857, 5284507, 1183, 7847, 441005, 6508206, 64685, 7858, 4788, 180, 5280443, 5363388, 5280445, 7362, 643779, 2758, 11463, 61126, 61130, 18635, 10448, 91354, 1549026, 5281515, 643820, 439533, 240, 244, 11509, 247, 6918391, 5280511, 768, 8452, 11527, 102667, 784, 5281553, 8468, 798, 5284639, 11038, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 6448, 5315892, 5366074, 11583, 323, 638278, 326, 6986, 6989, 61262, 637775, 159055, 26447, 338, 10582, 5280598, 13144, 1889, 643941, 878, 261491, 121719, 11128, 18818, 11142, 18827, 6549, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 111037, 26049, 8130, 107971, 454, 246728, 17868, 439246, 1549778, 92116, 7127, 6616, 11230, 439263, 8158, 6427105, 7654, 999, 998, 92138, 7150, 89594, 6654}"
112,112.0,112.0,113,lemon grass,"{'silky heads', 'barbed wire grass', 'citronella grass', 'fever grass'}",cymbopogon citratus,essential oil,"{644104, 527, 8723, 31253, 31260, 15394, 6184, 439341, 5365811, 638011, 61503, 8768, 637511, 72, 27209, 1110, 5280343, 61020, 5280863, 8294, 637542, 1130, 107, 6251, 7794, 7284, 7288, 444539, 637566, 126, 442501, 9862, 8842, 33931, 441484, 650, 445070, 5284503, 10393, 8857, 1183, 10402, 7847, 441005, 7858, 4788, 180, 5280443, 8892, 5363388, 10430, 5280445, 7362, 643779, 2758, 18635, 10448, 1549026, 5281515, 643820, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 20745, 784, 443158, 798, 5284639, 11552, 802, 22311, 2345, 5315892, 9017, 323, 638278, 6986, 637775, 26447, 170833, 338, 5280598, 13144, 1889, 643941, 1713001, 878, 101750, 11128, 379, 5275520, 6549, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 439246, 1549778, 439263, 7654, 999, 998, 7150, 8175, 89594, 61435, 6654}"
113,113.0,113.0,114,lemon peel oil,{'lemon peel oil'},citrus,essential oil,"{8194, 13187, 13576, 5281929, 8205, 62350, 16666, 7463, 61098, 64685, 61362, 61235, 5315892, 9855795, 9017, 638014, 14529, 26049, 326, 6986, 460, 5355853, 11468, 159055, 61780, 61016, 985, 1549025, 8164, 6430188, 7792, 7794, 8180, 27892, 5352438, 379}"
114,114.0,114.0,115,lime peel oil,{'lime peel oil'},citrus ã— aurantiifolia,essential oil,"{26049, 6949, 9862, 5363526, 11463, 5281515, 11468, 64685, 61040, 61362, 522514, 11509, 10582, 61016, 16441, 10106}"
115,115.0,115.0,116,lovage,{'lovage'},levisticum officinale,essential oil,"{8194, 644104, 5352461, 527, 4114, 8723, 31253, 31260, 15394, 6184, 60968, 439341, 14896, 5365811, 31289, 638011, 61503, 8768, 637511, 72, 1110, 5280343, 61020, 5280863, 7778, 8294, 637542, 107, 6251, 7794, 7284, 7288, 444539, 637563, 10364, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 5362830, 6432404, 5284503, 10393, 8857, 1183, 5373603, 7847, 441005, 64685, 7858, 4788, 4276, 180, 11449, 5280443, 5363388, 5317309, 10430, 5280445, 519361, 7362, 643779, 2758, 11463, 18635, 17100, 8908, 10448, 1549025, 1549026, 17129, 439533, 240, 244, 11509, 12020, 247, 6918391, 5280511, 768, 8452, 7439, 784, 5281553, 173843, 16666, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 6949, 5315892, 323, 325, 638278, 642376, 6986, 643915, 332, 6989, 637775, 159055, 5354833, 338, 26447, 10582, 5280598, 13144, 1889, 643941, 878, 5281654, 11128, 8063, 11142, 5281167, 5281168, 6549, 5318042, 8093, 6560, 6561, 6050, 10659, 6054, 5367719, 8103, 6569, 5281708, 61361, 7095, 6072, 853433, 79803, 957, 111037, 26049, 8130, 107971, 454, 439246, 7127, 6616, 11230, 439263, 7654, 999, 998, 92139, 7150, 442355, 5352438, 89594, 6654}"
116,116.0,116.0,117,mandarin orange peel oil,{'mandarin orange peel oil'},citrus,essential oil,"{8205, 62350, 798, 8094, 62367, 10402, 527144, 6826, 3893, 14529, 26049, 325, 326, 17100, 5355853, 10582, 8164, 5281516, 8175, 8180, 244, 520440, 5281535}"
117,117.0,117.0,118,mastic gum,"{'yemen gum', 'tears of chios', 'arabic gum'}",pistacia lentiscus,essential oil,"{13187, 9862, 19602, 5367706, 5284507, 8093, 6560, 31265, 7460, 14896, 61362, 31283, 8500, 31289, 16441, 111037, 5362623, 14529, 10819, 12613, 454, 61126, 326, 325, 61130, 11468, 6989, 12366, 637776, 170833, 107217, 10582, 7127, 6998, 381152, 1549025, 10976, 8163, 8419, 33637, 8294, 16617, 643820, 7795, 7799, 10106, 6321405, 6654, 16255}"
118,118.0,118.0,119,mentha oil,{'mentha oil'},mentha spicata l.,essential oil,"{5367681, 24838, 11527, 13576, 8842, 18827, 62350, 7439, 5281553, 31253, 521238, 6549, 16666, 62367, 11552, 7460, 7462, 30248, 12072, 10282, 442495, 14511, 11567, 61362, 7476, 8500, 31289, 246728, 6986, 17100, 5365069, 34645, 6998, 381152, 17121, 1549025, 996, 8294, 999, 643820, 6654, 329983}"
119,119.0,119.0,120,myrrh,{'myrrh'},commiphora,essential oil,"{637566, 643820, 2758}"
120,120.0,120.0,121,neroli oil,{'neroli oil'},bitter orange,essential oil,"{1549025, 7362, 998, 6054, 999, 8294, 6654, 17100, 643820, 8175, 243, 244, 8635, 5284507, 798}"
121,121.0,121.0,122,orange oil,"{'seville orange', 'marmalade orange', 'sour orange', 'bigarade orange'}",citrus,essential oil,"{7945, 62350, 5283345, 7194, 5283361, 15394, 7460, 6054, 6826, 64685, 7983, 9855795, 8635, 5282108, 111037, 2879, 26049, 326, 61130, 5355853, 159055, 637776, 7765, 22873, 6877, 11230, 5352543, 61665, 8164, 998, 61293, 12020, 8184, 1146}"
122,122.0,122.0,123,orris,{'orris'},iris germanica,essential oil,"{5283335, 637566, 8139, 8175, 240, 177, 15606, 31289, 5371002, 8158}"
123,123.0,123.0,124,clary sage,{'clary'},salvia,essential oil,"{261, 9862, 527, 19602, 522514, 31253, 6549, 798, 107166, 11552, 6561, 4133, 6054, 14896, 177, 6584, 31289, 638011, 957, 638014, 111037, 3776, 14529, 8130, 454, 2758, 246728, 6654, 17100, 8908, 8914, 61665, 1549026, 1549025, 7909, 8294, 643820, 929262, 61040, 7284, 6321405, 637566, 8063}"
124,124.0,124.0,125,red sage,"{'big-sage', 'wild-sage', 'red-sage'}",lantana,essential oil,"{4133, 7909, 998, 12366, 240, 1549778, 8186}"
125,125.0,125.0,126,spanish sage,{'spanish sage'},salvia,essential oil,"{14529, 637566, 5355853, 6989, 14896, 6086514, 111037, 6654}"
126,126.0,126.0,127,sandalwood,{'sandalwood'},santalum,essential oil,"{7362, 62453}"
127,127.0,127.0,128,sea buckthorns,"{'seaberry', 'sallowthorn', 'sandthorn'}",hippophae rhamnoides,berry,"{12293, 644104, 527, 8723, 7193, 7194, 31260, 15394, 5280804, 6184, 439341, 5365811, 638011, 61503, 8768, 637511, 72, 72276, 1110, 5280343, 61020, 5280863, 7775, 637542, 6251, 107, 7284, 7288, 444539, 637566, 126, 9862, 520326, 650, 33931, 441484, 445070, 21648, 5284503, 8857, 10393, 1183, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 18635, 17100, 10448, 25310, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 8468, 798, 5284639, 11552, 802, 2345, 5315892, 637758, 323, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 1889, 643941, 9064, 878, 8052, 5281654, 11128, 16255, 5367681, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 61384, 61386, 446925, 439246, 439263, 7654, 999, 998, 7150, 89594}"
128,128.0,128.0,129,sweet grass,"{'manna grass', ""mary's grass"", 'bison grass', 'holy grass', 'vanilla grass'}",hierochloe odorata,essential oil,"{14529, 4133, 5284421, 998, 27209, 6986, 642793, 6989, 6544, 61041, 12178, 61362, 11509, 61206, 31289, 5283324, 11005, 7710, 442495}"
129,129.0,129.0,130,valerian,"{'setwall', 'garden valerian', 'garden heliotrope', 'all-heal '}",valeriana officinalis,essential oil,"{60968, 264, 527498, 518472, 6448, 6086514, 3085213, 10430, 100031}"
130,130.0,130.0,131,wattle,"{'wild briar', 'sweet acacia', 'cassic', 'farnese wattle', 'cassie', 'thorny acacia', 'prickly moses', 'needle bush', 'dead finish', 'mimosa bush', 'thorny feather wattle', 'prickly mimosa bush', 'sponge wattle', 'huisache', 'mimosa wattle', 'cascalotte'}",vachellia,essential oil,"{326, 577126, 637566, 31244, 445070, 8175, 3314, 5284507, 5282108, 8094, 2879}"
131,131.0,131.0,132,yarrow,"{'milfoil', 'thousand-leaf', 'sanguinary', 'nosebleed plant', ""devil's nettle"", 'plumajillo gordaldo', ""old man's pepper"", ""soldier's woundwort"", 'thousand-seal'}",achillea,essential oil,{6654}
132,132.0,132.0,133,ylang-ylang,{'ylang-ylang'},cananga,essential oil,"{445070, 14489, 5284507, 4133, 6054, 2345, 7731, 853433, 8635, 2879, 7362, 8130, 8785, 637796, 7144, 643820, 7150, 243, 244, 31353, 637566}"
133,133.0,133.0,134,clam,{'clam'},mollusca,seafood,"{8193, 8194, 13187, 9862, 7302, 1031, 18827, 5281168, 19602, 1049, 8093, 798, 11552, 32033, 15394, 7720, 7976, 1068, 9261, 14511, 14896, 8369, 14079, 31284, 61240, 31289, 22201, 79803, 26808, 957, 8892, 3776, 7361, 8129, 12097, 454, 10823, 12232, 6986, 8785, 1549778, 8914, 14296, 8027, 32093, 26334, 8158, 8163, 1123, 7909, 998, 11747, 996, 379, 7284, 12020, 61814, 5283321, 19707, 6654, 8063}"
134,134.0,134.0,135,crab,{'crab'},crustacean,seafood,"{8193, 5311110, 1146, 644104, 18827, 19602, 1049, 8093, 8094, 798, 11552, 5281, 6054, 7720, 9256, 1068, 14079, 26808, 6202, 3776, 8129, 454, 12232, 7501, 8914, 7895, 14296, 7519, 996, 7909, 1130, 878, 8051, 11509, 247, 18938, 11005, 8063}"
135,135.0,135.0,136,crayfish,{'crawfish'},crustacean,seafood,"{13187, 644104, 1049, 31260, 8093, 8094, 11552, 9256, 7976, 14896, 61235, 5364919, 26808, 6202, 957, 8129, 27457, 454, 12232, 18635, 7501, 8914, 7002, 8027, 26331, 8163, 996, 1130, 8051, 8184, 5283321, 6654}"
136,136.0,136.0,137,kelp,{'kelp'},kelp,seafood,"{8194, 644104, 527, 8723, 31260, 15394, 6184, 439341, 5365811, 7222, 638011, 61503, 8768, 637511, 72, 1110, 61020, 5280863, 637542, 1130, 6251, 107, 7284, 7288, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 643731, 5284503, 8857, 10393, 1183, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 445639, 18635, 5364941, 10448, 1549026, 439533, 240, 244, 11509, 247, 11005, 5280511, 768, 8452, 11527, 784, 798, 5284639, 11552, 802, 2345, 5315892, 323, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 1889, 643941, 878, 11128, 18827, 5318042, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 5318599, 439246, 985, 439263, 7654, 999, 998, 7150, 89594}"
137,137.0,137.0,138,krill,{'krill'},crustacean,seafood,"{13187, 18827, 527, 61845, 8093, 6560, 520098, 18467, 5352876, 1068, 62510, 24115, 26808, 10823, 12232, 18635, 5321950, 61663, 17898, 61295, 61303, 1146}"
138,138.0,138.0,139,lobster,"{'lobster', 'clawed lobster'}",crustacean,seafood,"{454, 644104, 1130, 15380, 6202, 8094}"
139,139.0,139.0,140,mollusc,{'mollusc'},mollusca,seafood,"{7749, 644104, 7945, 1130, 429065, 1032, 8139, 12587, 7826, 7762, 11124, 31284, 8158, 10430, 8025, 6202, 8091, 8892, 31260, 8094}"
140,140.0,140.0,141,oyster,{'oyster'},mollusca,seafood,"{644104, 1032, 18827, 527, 5364752, 7824, 643731, 31260, 8094, 15394, 679, 5352876, 1068, 31289, 6202, 957, 12097, 454, 12232, 5319754, 8914, 1123, 11747, 1130, 8051, 12020, 8184, 5283321, 1146}"
141,141.0,141.0,142,prawn,{'prawn'},crustacean,seafood,{15380}
142,142.0,142.0,143,scallop,{'scallop'},mollusca,seafood,"{8194, 13187, 7302, 1146, 644104, 1032, 18827, 1049, 31260, 8094, 11552, 6561, 62510, 14079, 3893, 26808, 31289, 22201, 31291, 8892, 6590, 7359, 30914, 12232, 18635, 1549778, 14296, 32093, 8158, 1123, 1130, 878, 240, 7284, 8180, 12020, 8314, 379, 637564, 11005, 8063}"
143,143.0,143.0,144,shellfish,{'shellfish'},mollusca,seafood,"{57346909, 19310}"
144,144.0,144.0,145,shrimp,{'shrimp'},crustacean,seafood,"{13187, 5311110, 1146, 644104, 13576, 18698, 18827, 5365004, 636687, 19602, 402, 31252, 1049, 8858, 7707, 31260, 8093, 7710, 798, 6560, 5281, 8094, 32033, 6561, 6054, 679, 62374, 5352876, 9261, 62510, 1068, 7728, 31284, 9016, 22201, 6202, 25915, 31289, 6590, 10430, 7361, 27457, 12097, 5363140, 454, 10823, 12232, 18635, 12748, 78925, 10448, 61653, 7895, 14296, 8027, 26331, 5321950, 26334, 637920, 61663, 8158, 8163, 1123, 11747, 996, 1130, 62444, 878, 240, 22386, 8051, 12020, 7802, 379, 11005, 8063}"
145,145.0,145.0,146,trassi,{'trassi'},crustacean,seafood,"{13187, 61700, 31245, 636687, 5364752, 141850, 8093, 5363229, 1068, 26808, 31291, 10430, 12097, 454, 246728, 12232, 7501, 6736, 7895, 14296, 7002, 996, 7909, 998, 878, 7284, 8314, 20861}"
146,146.0,146.0,147,squid,{'squid'},cephalopod,seafood,"{644104, 402, 1049, 798, 6561, 7976, 14514, 26808, 22201, 79803, 10823, 12232, 6736, 8027, 26334, 996, 1130, 19310, 878, 7284, 1146, 11005}"
147,147.0,147.0,148,bonito,"{'bonito flakes', 'katsuobushi', 'okaka'}",skipjack tuna,fish,"{7043, 13187, 9862, 11527, 7047, 644104, 12170, 61712, 643731, 62484, 6429333, 7702, 5144, 61209, 1049, 17691, 125468, 240925, 6943, 6560, 12578, 9256, 12587, 5352876, 1068, 14511, 524975, 8369, 8500, 31291, 6590, 11335, 5318599, 6985, 10823, 18635, 460, 17739, 6736, 637776, 7249, 20819, 8405, 61653, 14296, 18522, 7267, 612, 996, 11622, 998, 7144, 1001, 1130, 7148, 7150, 878, 62453, 11902, 14079}"
148,148.0,148.0,149,caviar,{'caviar'},fish,fish,"{5283329, 8194, 13187, 1616260, 1146, 5283335, 5283339, 527, 5364752, 8082, 5283349, 1049, 8093, 6561, 31268, 8007, 7894, 7895, 5283324, 8163, 8051, 5283316, 5283321, 8186, 637564, 8063}"
149,149.0,149.0,150,codfish,{'codfish'},gadus,fish,"{1123, 644104, 1130, 402, 247, 6202, 8094}"
150,150.0,150.0,151,fish,{'fish'},fish,fish,"{5283329, 1146, 11527, 18827, 5281168, 19602, 643731, 5283349, 141850, 284, 5283356, 31260, 5363229, 5362720, 8094, 61346, 31268, 6184, 12587, 5352876, 1068, 3893, 31289, 11449, 8892, 957, 6590, 10430, 7362, 454, 8007, 246728, 12232, 5319754, 5962, 7895, 5283324, 1123, 996, 876, 878, 8051, 12020, 8186, 379, 637564, 11005}"
151,151.0,151.0,152,fatty fish,{'fatty fish'},fish,fish,"{8194, 13187, 1146, 1031, 1032, 527, 5364752, 402, 8082, 1049, 8093, 1183, 11552, 5281, 6561, 31268, 8103, 524975, 14896, 14514, 26808, 853433, 12097, 11335, 6736, 7249, 985, 637920, 8163, 11747, 7267, 1001, 34286, 7284, 5283316, 8186, 6654, 8063}"
152,152.0,152.0,153,lean fish,{'lean fish'},fish,fish,"{11552, 5281, 15394, 7267, 62465, 1183, 1032, 5362792, 31242, 875, 444972, 7501, 8175, 636687, 7284, 5283321, 7802, 2879}"
153,153.0,153.0,154,fish oil,{'fish oil'},fish,fish,"{90246, 1031, 5283335, 5281168, 19602, 643731, 15380, 73750, 8094, 798, 6560, 15394, 5352876, 93236, 46779070, 454, 7501, 996, 62444, 12020, 7802, 75515, 8063}"
154,154.0,154.0,155,smoked fish,{'smoked fish'},fish,fish,"{62465, 18522, 7144, 7976, 31242, 17739, 460, 332, 3314, 12020, 31284, 8500, 5283321, 18554, 25915}"
155,155.0,155.0,156,salmon,{'salmon'},ray finned fish,fish,"{5283329, 1130, 5283339, 5364752, 61712, 5283321}"
156,156.0,156.0,157,artichoke,{'globe artichoke'},cynara,flower,"{644104, 527, 8723, 31260, 15394, 6184, 439341, 5365811, 31289, 6202, 638011, 61503, 8768, 637511, 72, 1110, 61020, 5280863, 637542, 1130, 6251, 107, 7284, 7288, 444539, 637566, 126, 99967, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 85704, 18635, 10448, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 798, 5284639, 11552, 802, 2345, 5315892, 323, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 1889, 643941, 878, 11128, 181128, 5281168, 5318042, 8094, 6561, 61346, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 439246, 439263, 7654, 999, 998, 7150, 89594}"
157,157.0,157.0,158,champaca,{'champak'},magnolia,flower,"{5362819, 13026600, 643820, 17623, 162458, 8635, 637566}"
158,158.0,158.0,159,jasmine,{'jasmine'},jasminum officinale,flower,"{92043553, 8294, 7144, 5281929, 637566, 637195, 643820, 102861, 5352973, 8785, 5352626, 244, 6549, 1549018, 8635, 5284507, 798, 2879}"
159,159.0,159.0,160,lavendar,{'lavendar'},lavandula angustifolia,flower,"{6532, 11527, 264, 3033866, 18827, 650, 7439, 12178, 78484, 12578, 8103, 61098, 64685, 6448, 180, 16441, 8892, 10430, 7362, 323, 10819, 325, 454, 2758, 246728, 6654, 17100, 159055, 5355856, 102611, 11230, 8158, 1549026, 8294, 16872, 643820, 8175, 61040, 62321, 7794, 20083, 27892, 17525, 5370101, 8314, 637566}"
160,160.0,160.0,161,rose,{'rose'},rosa,flower,"{14529, 8130, 24197, 454, 999, 6054, 998, 7127, 84825, 31289, 7194, 31260, 5366077, 8063}"
